onset,duration,description
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
93.841797,0.5,ASYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
96.220703,0.5,SYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
98.398438,0.5,ASYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
100.464844,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
104.955078,0.5,SYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
107.177734,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
109.277344,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
111.466797,0.5,ASYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
114.794922,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
117.0625,0.5,SYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
119.240234,0.5,ASYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
121.417969,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
123.462891,0.5,SYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
125.863281,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
127.974609,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
130.064453,0.5,ASYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
133.035156,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
135.078125,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
137.167969,0.5,SYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
139.210938,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
141.333984,0.5,ASYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
143.478516,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
147.152344,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
149.197266,0.5,SYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
151.275391,0.5,ASYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
153.396484,0.5,SYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
155.417969,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
157.451172,0.5,ASYM
